Entidad Federativa,Cultivo desarrollado en instalaciones de agricutura protegida,Tipo de instalación,Suma de Superficie cosechada al momento de la visita (Ha),Suma de Num. de Instalaciones
AGUASCALIENTES,ACELGA,Invernadero,0.040,1
AGUASCALIENTES,ALCATRAZ,Techo sombra,0.001,1
AGUASCALIENTES,ALFALFA VERDE,Invernadero,0.500,1
AGUASCALIENTES,BELEN (PLANTA),Techo sombra,0.001,1
AGUASCALIENTES,BETABEL,Invernadero,0.040,1
AGUASCALIENTES,BROCOLI,Invernadero,0.004,2
AGUASCALIENTES,BROCOLI,Vivero,0.032,2
AGUASCALIENTES,CALABACITA,Invernadero,0.251,3
AGUASCALIENTES,CALABACITA,Vivero,0.003,1
AGUASCALIENTES,CEBOLLA,Invernadero,0.040,1
AGUASCALIENTES,CHILE MORRON,Invernadero,0.006,1
AGUASCALIENTES,CHILE SECO,Invernadero,2.094,13
AGUASCALIENTES,CHILE SECO,Vivero,0.010,1
AGUASCALIENTES,CHILE SERRANO (PLÁNTULA),Vivero,0.080,1
AGUASCALIENTES,CHILE VERDE,Invernadero,0.045,5
AGUASCALIENTES,CHILE VERDE,Macrotunel,3.700,4
AGUASCALIENTES,CHILE VERDE,Microtunel,2.000,1
AGUASCALIENTES,CHILE VERDE,Techo sombra,0.007,1
AGUASCALIENTES,CHILE VERDE,Vivero,0.008,1
AGUASCALIENTES,COL (REPOLLO),Invernadero,0.102,5
AGUASCALIENTES,COLIFLOR,Invernadero,0.090,2
AGUASCALIENTES,COLIFLOR,Vivero,0.032,2
AGUASCALIENTES,FLORES,Invernadero,0.004,1
AGUASCALIENTES,FRESA,Invernadero,1.444,3
AGUASCALIENTES,FRESA,Macrotunel,1.000,1
AGUASCALIENTES,HORTALIZAS,Invernadero,0.148,5
AGUASCALIENTES,LECHUGA,Invernadero,0.393,12
AGUASCALIENTES,LECHUGA,Vivero,0.070,4
AGUASCALIENTES,NOPAL FORRAJERO,Macrotunel,0.500,1
AGUASCALIENTES,NOPAL VERDURA,Macrotunel,4.000,1
AGUASCALIENTES,PEPINO,Invernadero,3.647,8
AGUASCALIENTES,PEPINO,Macrotunel,5.512,3
AGUASCALIENTES,PEPINO,Vivero,0.008,1
AGUASCALIENTES,PLANTAS DE ORNATO,Invernadero,0.212,6
AGUASCALIENTES,PLANTAS DE ORNATO,Microtunel,0.009,1
AGUASCALIENTES,PLANTAS DE ORNATO,Vivero,0.009,1
AGUASCALIENTES,ROSA,Invernadero,0.030,1
AGUASCALIENTES,TOMATE ROJO (JITOMATE),Invernadero,18.432,55
AGUASCALIENTES,TOMATE ROJO (JITOMATE),Macrotunel,6.000,4
AGUASCALIENTES,TOMATE ROJO (JITOMATE),Vivero,0.020,1
AGUASCALIENTES,TOMATE VERDE,Invernadero,0.067,5
AGUASCALIENTES,TOMATE VERDE,Vivero,0.040,1
AGUASCALIENTES,TOMILLO,Invernadero,0.051,1
AGUASCALIENTES,TRUENO,Techo sombra,0.001,1
BAJA CALIFORNIA,ACELGA,Casa sombra,0.002,1
BAJA CALIFORNIA,ALBAHACA,Casa sombra,0.120,1
BAJA CALIFORNIA,ALBAHACA,Invernadero,4.966,42
BAJA CALIFORNIA,ALBAHACA,Macrotunel,0.047,8
BAJA CALIFORNIA,ALCATRAZ,Techo sombra,1.000,1
BAJA CALIFORNIA,ARANDANO,Macrotunel,143.020,2
BAJA CALIFORNIA,BROCOLI,Casa sombra,0.002,1
BAJA CALIFORNIA,CALABACITA,Casa sombra,0.011,1
BAJA CALIFORNIA,CALABACITA,Invernadero,0.280,3
BAJA CALIFORNIA,CEBOLLIN,Invernadero,1.000,2
BAJA CALIFORNIA,CEBOLLINO,Invernadero,0.185,2
BAJA CALIFORNIA,CHILE HABANERO,Invernadero,0.200,1
BAJA CALIFORNIA,CHILE MORRON,Casa sombra,13.980,9
BAJA CALIFORNIA,CHILE MORRON,Invernadero,8.000,1
BAJA CALIFORNIA,CHILE VERDE,Casa sombra,1.902,2
BAJA CALIFORNIA,CHILE VERDE,Macrotunel,20.000,1
BAJA CALIFORNIA,CHIVES,Invernadero,0.100,1
BAJA CALIFORNIA,CLAVEL,Casa sombra,2.280,3
BAJA CALIFORNIA,CLAVEL,Invernadero,28.470,55
BAJA CALIFORNIA,COL (REPOLLO),Casa sombra,1.800,1
BAJA CALIFORNIA,COLIFLOR SEMILLA,Invernadero,2.000,1
BAJA CALIFORNIA,CRISANTEMO,Invernadero,0.894,2
BAJA CALIFORNIA,DALIA,Invernadero,1.004,2
BAJA CALIFORNIA,EJOTE,Casa sombra,4.250,5
BAJA CALIFORNIA,ESPECIAS Y MEDICINALES,Invernadero,0.250,1
BAJA CALIFORNIA,ESTRAGON,Invernadero,0.280,1
BAJA CALIFORNIA,ESTRAGON,Macrotunel,0.210,5
BAJA CALIFORNIA,FLORES,Casa sombra,0.030,3
BAJA CALIFORNIA,FLORES,Invernadero,6.802,22
BAJA CALIFORNIA,FRAMBUESA,Macrotunel,150.959,3
BAJA CALIFORNIA,FRESA,Invernadero,4.700,2
BAJA CALIFORNIA,FRESA,Macrotunel,145.859,3
BAJA CALIFORNIA,FRISIA,Invernadero,0.142,1
BAJA CALIFORNIA,GERBERA,Invernadero,2.000,5
BAJA CALIFORNIA,LILIS,Invernadero,0.970,1
BAJA CALIFORNIA,LIMÓN,Casa sombra,0.030,1
BAJA CALIFORNIA,LIMONIUM,Invernadero,1.017,3
BAJA CALIFORNIA,MANDARINA,Casa sombra,0.030,1
BAJA CALIFORNIA,MELON,Casa sombra,3.800,2
BAJA CALIFORNIA,MELON SEMILLA,Casa sombra,10.000,1
BAJA CALIFORNIA,MELON SEMILLA,Invernadero,4.300,2
BAJA CALIFORNIA,MENTA,Invernadero,0.050,1
BAJA CALIFORNIA,NARANJA,Casa sombra,0.030,1
BAJA CALIFORNIA,OREGANO,Invernadero,0.054,1
BAJA CALIFORNIA,PAPALO,Invernadero,0.200,4
BAJA CALIFORNIA,PEPINO,Casa sombra,407.440,149
BAJA CALIFORNIA,PEPINO,Invernadero,142.262,289
BAJA CALIFORNIA,PEPINO,Microtunel,14.000,1
BAJA CALIFORNIA,PEPINO SEMILLA,Invernadero,3.300,1
BAJA CALIFORNIA,QUELITE,Casa sombra,0.002,1
BAJA CALIFORNIA,ROSA,Invernadero,0.295,2
BAJA CALIFORNIA,SANDIA,Invernadero,0.040,1
BAJA CALIFORNIA,SOLIDAGO (MANOJO),Invernadero,0.972,2
BAJA CALIFORNIA,TARRAGON,Invernadero,0.313,6
BAJA CALIFORNIA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,8.000,1
BAJA CALIFORNIA,TOMATE ROJO (JITOMATE),Casa sombra,908.734,313
BAJA CALIFORNIA,TOMATE ROJO (JITOMATE),Invernadero,102.324,133
BAJA CALIFORNIA,TOMATE ROJO (JITOMATE),Techo sombra,0.500,1
BAJA CALIFORNIA,TOMILLO,Invernadero,0.050,1
BAJA CALIFORNIA,TORONJA,Casa sombra,0.030,1
BAJA CALIFORNIA SUR,ALBAHACA,Casa sombra,19.000,4
BAJA CALIFORNIA SUR,CALABAZA,Casa sombra,15.790,2
BAJA CALIFORNIA SUR,CHILE (PLANTULA),Casa sombra,1.768,6
BAJA CALIFORNIA SUR,CHILE (PLANTULA),Invernadero,0.800,5
BAJA CALIFORNIA SUR,CHILE MORRON,Casa sombra,211.000,34
BAJA CALIFORNIA SUR,CHILE MORRON,Invernadero,100.000,10
BAJA CALIFORNIA SUR,CHILE VERDE,Casa sombra,177.300,22
BAJA CALIFORNIA SUR,LECHUGA,Casa sombra,0.500,1
BAJA CALIFORNIA SUR,PEPINO,Casa sombra,258.769,44
BAJA CALIFORNIA SUR,PEPINO (PLÁNTULA),Casa sombra,0.250,1
BAJA CALIFORNIA SUR,PEPINO (PLÁNTULA),Invernadero,0.800,5
BAJA CALIFORNIA SUR,PEREJIL,Casa sombra,1.250,2
BAJA CALIFORNIA SUR,TOMATE ROJO (JITOMATE SEMILLA),Casa sombra,1.000,1
BAJA CALIFORNIA SUR,TOMATE ROJO (JITOMATE),Casa sombra,673.600,127
BAJA CALIFORNIA SUR,TOMATE ROJO (JITOMATE),Invernadero,198.998,126
BAJA CALIFORNIA SUR,TOMATE ROJO (JITOMATE),Vivero,5.000,1
BAJA CALIFORNIA SUR,TOMATE ROJO (PLÁNTULA),Casa sombra,0.380,2
BAJA CALIFORNIA SUR,TOMATE ROJO (PLÁNTULA),Invernadero,2.000,1
CAMPECHE,ANTURIOS,Invernadero,0.060,1
CAMPECHE,CAOBA,Casa sombra,0.100,1
CAMPECHE,CAOBA,Techo sombra,1.232,3
CAMPECHE,CEDRO,Casa sombra,0.550,2
CAMPECHE,CEDRO,Techo sombra,1.210,2
CAMPECHE,CEDRO COMPACTO,Techo sombra,0.022,1
CAMPECHE,CHILE DULCE,Invernadero,0.200,2
CAMPECHE,CHILE HABANERO,Casa sombra,3.007,19
CAMPECHE,CHILE HABANERO,Invernadero,2.488,26
CAMPECHE,CHILE HABANERO (PLÁNTULA),Invernadero,0.020,1
CAMPECHE,CHILE MORRON,Invernadero,0.152,2
CAMPECHE,CHILE SERRANO,Casa sombra,0.024,1
CAMPECHE,CHILE VERDE SEMILLA,Invernadero,0.072,1
CAMPECHE,CHILE X-CATIC,Casa sombra,0.018,1
CAMPECHE,CILANTRO,Techo sombra,0.080,1
CAMPECHE,EBO (JANAMARGO O VEZA),Invernadero,0.240,1
CAMPECHE,HELICONIA,Invernadero,0.052,1
CAMPECHE,LIMÓN,Casa sombra,0.015,1
CAMPECHE,LIMÓN,Invernadero,0.110,2
CAMPECHE,MANDARINA,Invernadero,0.080,1
CAMPECHE,NARANJA,Casa sombra,0.015,1
CAMPECHE,NARANJA,Invernadero,0.080,1
CAMPECHE,NOCHE BUENA,Invernadero,0.015,1
CAMPECHE,PALMA AFRICANA O DE ACEITE,Casa sombra,0.180,1
CAMPECHE,PAPAYA,Casa sombra,0.042,2
CAMPECHE,PAPAYA,Microtunel,0.048,1
CAMPECHE,PEPINO SEMILLA,Invernadero,0.040,1
CAMPECHE,PLANTAS DE ORNATO,Techo sombra,0.080,1
CAMPECHE,SANDIA,Casa sombra,0.072,4
CAMPECHE,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.530,2
CAMPECHE,TOMATE ROJO (JITOMATE),Casa sombra,0.851,8
CAMPECHE,TOMATE ROJO (JITOMATE),Invernadero,0.775,8
CAMPECHE,TOMATE ROJO (PLÁNTULA),Invernadero,0.040,1
CAMPECHE,TORONJA,Invernadero,0.080,1
CAMPECHE,TULIPANES,Invernadero,0.001,2
CHIAPAS,ALHELI,Invernadero,0.052,1
CHIAPAS,ALSTROEMERIA (GRUESA),Casa sombra,0.551,22
CHIAPAS,ALSTROEMERIA (GRUESA),Techo sombra,0.129,5
CHIAPAS,ARRAYAN,Techo sombra,0.020,2
CHIAPAS,ASTER (MANOJO),Casa sombra,6.788,437
CHIAPAS,ASTER (MANOJO),Invernadero,0.805,18
CHIAPAS,ASTER (MANOJO),Techo sombra,1.810,101
CHIAPAS,CAFÉ CEREZA,Invernadero,0.750,1
CHIAPAS,CAMPANAS HOLANDA,Casa sombra,0.018,1
CHIAPAS,CHILE HABANERO,Casa sombra,0.066,1
CHIAPAS,CHILE HABANERO,Invernadero,0.048,3
CHIAPAS,CHILE HABANERO,Macrotunel,0.004,2
CHIAPAS,CHILE POBLANO,Invernadero,0.033,1
CHIAPAS,CHILE POBLANO,Pabellón,0.110,1
CHIAPAS,CHILE VERDE,Invernadero,0.006,4
CHIAPAS,CHILE VERDE,Macrotunel,0.142,72
CHIAPAS,CHILE VERDE,Microtunel,0.107,2
CHIAPAS,CHILE VERDE,Pabellón,0.760,7
CHIAPAS,CHILE VERDE,Techo sombra,0.236,2
CHIAPAS,CILANTRO,Casa sombra,0.007,1
CHIAPAS,CLAVEL,Invernadero,0.018,1
CHIAPAS,CONCHAS,Casa sombra,0.048,1
CHIAPAS,CRISANTEMO,Casa sombra,2.347,72
CHIAPAS,CRISANTEMO,Invernadero,0.332,6
CHIAPAS,CRISANTEMO,Techo sombra,1.247,35
CHIAPAS,FLORES,Casa sombra,6.136,404
CHIAPAS,FLORES,Invernadero,0.455,16
CHIAPAS,FLORES,Techo sombra,1.733,61
CHIAPAS,FRESA,Casa sombra,0.775,2
CHIAPAS,FRESA,Invernadero,0.562,1
CHIAPAS,FRESA PLANTA,Casa sombra,0.628,10
CHIAPAS,FRESA PLANTA,Invernadero,0.520,16
CHIAPAS,HONGO SETA (ZETA),Casa sombra,0.012,1
CHIAPAS,HONGO SETA (ZETA),Pabellón,0.004,1
CHIAPAS,HONGOS,Casa sombra,0.004,1
CHIAPAS,HONGOS,Invernadero,0.020,1
CHIAPAS,MARGARITA,Casa sombra,4.179,127
CHIAPAS,MARGARITA,Invernadero,0.541,15
CHIAPAS,MARGARITA,Techo sombra,1.166,45
CHIAPAS,MOSTAZA,Casa sombra,0.067,1
CHIAPAS,NOPAL FORRAJERO,Casa sombra,0.040,1
CHIAPAS,PEPINO,Pabellón,0.272,2
CHIAPAS,POLAR,Casa sombra,0.868,27
CHIAPAS,POLAR,Invernadero,0.051,2
CHIAPAS,POLAR,Techo sombra,0.086,5
CHIAPAS,PON-PON,Casa sombra,4.750,131
CHIAPAS,PON-PON,Invernadero,0.487,10
CHIAPAS,PON-PON,Techo sombra,2.750,87
CHIAPAS,PORO,Casa sombra,0.015,1
CHIAPAS,PUMA,Casa sombra,0.072,2
CHIAPAS,ROSA,Casa sombra,11.035,315
CHIAPAS,ROSA,Invernadero,4.245,53
CHIAPAS,ROSA,Microtunel,0.010,1
CHIAPAS,ROSA,Pabellón,0.021,1
CHIAPAS,ROSA,Techo sombra,1.269,21
CHIAPAS,SABILA,Casa sombra,0.096,1
CHIAPAS,TOMATE ROJO (JITOMATE),Casa sombra,7.277,53
CHIAPAS,TOMATE ROJO (JITOMATE),Invernadero,13.787,142
CHIAPAS,TOMATE ROJO (JITOMATE),Macrotunel,0.010,2
CHIAPAS,TOMATE ROJO (JITOMATE),Microtunel,1.120,9
CHIAPAS,TOMATE ROJO (JITOMATE),Pabellón,120.316,520
CHIAPAS,TOMATE ROJO (JITOMATE),Techo sombra,1.387,8
CHIAPAS,TOMATE ROJO (PLÁNTULA),Invernadero,0.126,2
CHIAPAS,TOMATE VERDE,Techo sombra,0.054,1
CHIAPAS,TOMATE VERDE (SEMILLA),Invernadero,0.003,3
CHIAPAS,TRITICALE FORRAJERO,Invernadero,0.170,1
CHIHUAHUA,CHILE VERDE,Invernadero,2.258,14
CHIHUAHUA,CHILE VERDE,Macrotunel,0.120,1
CHIHUAHUA,FLORES,Invernadero,0.024,1
CHIHUAHUA,MAIZ FORRAJERO,Invernadero,0.007,1
CHIHUAHUA,MANZANA,Casa sombra,42.100,7
CHIHUAHUA,MANZANA,Invernadero,7.000,1
CHIHUAHUA,MANZANA,Techo sombra,"1,178.971",88
CHIHUAHUA,NARANJA,Techo sombra,3.000,1
CHIHUAHUA,PAPA (SEMILLA),Invernadero,1.980,8
CHIHUAHUA,PEPINO,Invernadero,0.220,1
CHIHUAHUA,PINO,Invernadero,0.007,1
CHIHUAHUA,PINO MICHOACANO (PLANTULA),Invernadero,0.087,1
CHIHUAHUA,PLANTAS DE ORNATO,Macrotunel,0.050,1
CHIHUAHUA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,4.500,1
CHIHUAHUA,TOMATE ROJO (JITOMATE),Invernadero,5.406,31
COAHUILA,CHILE MORRON,Casa sombra,10.500,4
COAHUILA,CHILE SERRANO (PLÁNTULA),Invernadero,0.004,1
COAHUILA,CHILE VERDE,Invernadero,0.014,2
COAHUILA,FORRAJES,Invernadero,0.014,1
COAHUILA,MAIZ FORRAJERO,Casa sombra,0.009,1
COAHUILA,MAIZ FORRAJERO,Invernadero,0.013,1
COAHUILA,MELON,Invernadero,0.004,1
COAHUILA,MEZQUITE,Casa sombra,0.060,1
COAHUILA,NOPAL VERDURA,Macrotunel,3.149,52
COAHUILA,NOPAL VERDURA,Microtunel,0.449,21
COAHUILA,PAPA (SEMILLA),Invernadero,2.250,2
COAHUILA,PEPINO,Invernadero,2.000,1
COAHUILA,PINO,Casa sombra,0.800,1
COAHUILA,SANDIA,Invernadero,0.014,2
COAHUILA,SIN PRODUCCIÓN,Casa sombra,0.070,2
COAHUILA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.010,1
COAHUILA,TOMATE ROJO (JITOMATE),Casa sombra,58.445,17
COAHUILA,TOMATE ROJO (JITOMATE),Invernadero,171.674,87
COAHUILA,TOMATE ROJO (PLÁNTULA),Invernadero,0.004,1
COLIMA,ADELFOS,Microtunel,0.046,1
COLIMA,AMOENA,Techo sombra,1.000,1
COLIMA,ARRAYAN,Invernadero,0.050,1
COLIMA,AVE DEL PARAISO,Techo sombra,0.400,1
COLIMA,BEGONIA,Microtunel,0.046,1
COLIMA,CACTACEA,Invernadero,0.095,3
COLIMA,CHILE,Invernadero,0.300,1
COLIMA,CHILE MORRON,Casa sombra,4.500,2
COLIMA,CHILE MORRON,Invernadero,0.350,1
COLIMA,CITRICOS,Casa sombra,1.050,3
COLIMA,CITRICOS,Invernadero,1.590,21
COLIMA,COPA DE ORO,Casa sombra,0.010,1
COLIMA,CROTO,Techo sombra,0.013,1
COLIMA,CROTOS,Invernadero,0.250,1
COLIMA,CROTOS,Microtunel,0.093,2
COLIMA,CROTOS,Techo sombra,0.666,9
COLIMA,CUNA DE MOISES,Microtunel,0.046,1
COLIMA,CUNA DE MOISES,Techo sombra,0.008,4
COLIMA,DAIKON,Microtunel,0.046,1
COLIMA,DURANTA,Invernadero,0.015,1
COLIMA,DURANTA,Techo sombra,0.500,1
COLIMA,ESPARRAGO,Techo sombra,0.006,3
COLIMA,FICUS,Casa sombra,1.250,1
COLIMA,FICUS,Microtunel,0.057,3
COLIMA,FICUS,Techo sombra,1.900,3
COLIMA,FLOR DE CUNDEAMOR,Microtunel,0.046,1
COLIMA,FLORES,Macrotunel,0.007,7
COLIMA,FRESA,Invernadero,0.048,1
COLIMA,HELECHO,Invernadero,0.775,5
COLIMA,HELECHO,Techo sombra,1.536,6
COLIMA,HELICONIA,Techo sombra,0.006,3
COLIMA,IXORA,Microtunel,0.010,1
COLIMA,IXORA,Techo sombra,0.030,1
COLIMA,LAUREL ROSA,Microtunel,0.010,1
COLIMA,LIMÓN,Invernadero,0.588,11
COLIMA,MANGO,Microtunel,0.006,1
COLIMA,MARGINATA,Casa sombra,0.060,1
COLIMA,MARGINATA,Techo sombra,0.750,2
COLIMA,MASSANGEAN,Techo sombra,0.250,1
COLIMA,MELON,Invernadero,0.330,2
COLIMA,MOJIGATAS,Techo sombra,0.008,4
COLIMA,NARANJA,Invernadero,0.120,1
COLIMA,NOCHE BUENA,Invernadero,1.942,7
COLIMA,OLIVO,Microtunel,0.006,1
COLIMA,PALMA AREKA,Techo sombra,3.400,4
COLIMA,PALMA CAMEDOR,Techo sombra,0.038,1
COLIMA,PALMA DE ORNATO,Casa sombra,0.039,4
COLIMA,PALMA DE ORNATO,Techo sombra,0.008,2
COLIMA,PALMA KERPIS,Techo sombra,0.408,2
COLIMA,PALMA REAL,Microtunel,0.006,1
COLIMA,PALMA REAL,Techo sombra,0.016,1
COLIMA,PALMA RUBELINA,Techo sombra,3.400,2
COLIMA,PALMERA,Invernadero,0.070,1
COLIMA,PALO DE BRASIL,Techo sombra,3.300,2
COLIMA,PAPAYA,Invernadero,1.932,8
COLIMA,PAPAYA,Macrotunel,0.009,1
COLIMA,PASTOS Y PRADERAS,Microtunel,0.018,3
COLIMA,PATA DE ELEFANTE,Invernadero,0.070,1
COLIMA,PATA DE ELEFANTE,Techo sombra,3.000,1
COLIMA,PEPINO,Invernadero,20.527,13
COLIMA,PLANTAS DE ORNATO,Invernadero,0.373,3
COLIMA,PLATANO,Invernadero,0.600,2
COLIMA,PLATANO,Techo sombra,0.500,1
COLIMA,ROSA,Microtunel,0.007,2
COLIMA,SANDIA,Invernadero,0.080,1
COLIMA,SANDIA SEMILLA,Invernadero,0.250,1
COLIMA,TELÉFONO,Casa sombra,0.010,1
COLIMA,TELÉFONO,Invernadero,0.250,1
COLIMA,TELÉFONO,Microtunel,0.065,5
COLIMA,TELÉFONO,Techo sombra,1.880,7
COLIMA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.050,2
COLIMA,TOMATE ROJO (JITOMATE),Invernadero,126.573,94
COLIMA,YUCA ALIMENTICIA,Invernadero,0.042,1
DISTRITO FEDERAL,ACACIAS,Invernadero,1.010,2
DISTRITO FEDERAL,ACELGA,Invernadero,0.082,4
DISTRITO FEDERAL,AGAPANDO,Invernadero,0.099,4
DISTRITO FEDERAL,AGAPANDO,Microtunel,0.001,1
DISTRITO FEDERAL,AGAPANDO,Techo sombra,0.020,2
DISTRITO FEDERAL,AGAZANIA (GAZANIA),Invernadero,0.105,5
DISTRITO FEDERAL,AGAZANIA (GAZANIA),Microtunel,0.010,3
DISTRITO FEDERAL,AGAZANIA (GAZANIA),Techo sombra,0.065,2
DISTRITO FEDERAL,AHUEHUETE,Macrotunel,0.096,4
DISTRITO FEDERAL,ALAMILLO,Invernadero,0.025,1
DISTRITO FEDERAL,ALBAHACA,Invernadero,0.142,7
DISTRITO FEDERAL,ALCATRAZ,Invernadero,0.537,16
DISTRITO FEDERAL,ALCATRAZ,Techo sombra,0.070,2
DISTRITO FEDERAL,ALFALFA ACHICALADA,Microtunel,0.120,6
DISTRITO FEDERAL,ALFOMBRILLA,Microtunel,0.008,1
DISTRITO FEDERAL,ALHELI,Invernadero,0.015,1
DISTRITO FEDERAL,ALMACIGO,Invernadero,0.070,3
DISTRITO FEDERAL,AMARANTO,Invernadero,0.130,3
DISTRITO FEDERAL,AMARANTO,Techo sombra,0.122,3
DISTRITO FEDERAL,AMORES,Microtunel,0.010,3
DISTRITO FEDERAL,APIO,Invernadero,0.002,1
DISTRITO FEDERAL,ARBOL DE LA ABUNDANCIA,Invernadero,0.050,2
DISTRITO FEDERAL,ARBOL DE LA ABUNDANCIA,Microtunel,0.010,2
DISTRITO FEDERAL,ARBOL DE LA ABUNDANCIA,Techo sombra,0.015,1
DISTRITO FEDERAL,ARETILLO,Invernadero,0.674,35
DISTRITO FEDERAL,ARETILLO,Macrotunel,0.050,2
DISTRITO FEDERAL,ARETILLO,Microtunel,0.010,1
DISTRITO FEDERAL,ARETILLO,Techo sombra,0.001,1
DISTRITO FEDERAL,ARRAYAN,Invernadero,0.046,4
DISTRITO FEDERAL,ARRAYAN,Microtunel,0.004,1
DISTRITO FEDERAL,ARRAYAN,Techo sombra,0.020,1
DISTRITO FEDERAL,AZALEA (PLANTA),Invernadero,0.215,10
DISTRITO FEDERAL,AZALEA (PLANTA),Techo sombra,0.092,2
DISTRITO FEDERAL,BEGONIA,Casa sombra,0.013,3
DISTRITO FEDERAL,BEGONIA,Invernadero,0.719,43
DISTRITO FEDERAL,BEGONIA,Techo sombra,0.058,2
DISTRITO FEDERAL,BELEN (PLANTA),Invernadero,0.797,21
DISTRITO FEDERAL,BELEN (PLANTA),Macrotunel,0.015,1
DISTRITO FEDERAL,BELEN (PLANTA),Microtunel,0.015,3
DISTRITO FEDERAL,BELEN (PLÁNTULA),Invernadero,0.155,4
DISTRITO FEDERAL,BELEN DE GUINEA,Invernadero,0.288,5
DISTRITO FEDERAL,BELEN DE GUINEA,Macrotunel,0.050,1
DISTRITO FEDERAL,BELEN DE GUINEA,Microtunel,0.020,2
DISTRITO FEDERAL,BELEN DE GUINEA (PLÁNTULA),Invernadero,0.020,1
DISTRITO FEDERAL,BROCOLI,Invernadero,0.035,4
DISTRITO FEDERAL,BUGAMBILIA (PLANTA),Invernadero,0.002,1
DISTRITO FEDERAL,CACTACEA,Invernadero,0.090,4
DISTRITO FEDERAL,CACTUS,Invernadero,0.002,1
DISTRITO FEDERAL,CACTUS,Techo sombra,0.020,1
DISTRITO FEDERAL,CALABACITA,Invernadero,0.072,3
DISTRITO FEDERAL,CALABAZA,Invernadero,0.075,2
DISTRITO FEDERAL,CALANCOE,Invernadero,0.575,18
DISTRITO FEDERAL,CAMEDIA,Invernadero,0.001,1
DISTRITO FEDERAL,CAMPANAS HOLANDA,Invernadero,0.010,1
DISTRITO FEDERAL,CANELA,Invernadero,0.005,1
DISTRITO FEDERAL,CAÑA DE AZUCAR,Invernadero,0.015,1
DISTRITO FEDERAL,CAROLINA,Invernadero,0.040,2
DISTRITO FEDERAL,CEBOLLIN,Invernadero,0.050,1
DISTRITO FEDERAL,CEBOLLIN,Microtunel,0.007,1
DISTRITO FEDERAL,CEBOLLIN,Techo sombra,0.292,7
DISTRITO FEDERAL,CEDRO,Invernadero,0.035,3
DISTRITO FEDERAL,CEDRO BLANCO (PLANTULA),Invernadero,0.600,1
DISTRITO FEDERAL,CEDRO LIMON,Invernadero,0.340,10
DISTRITO FEDERAL,CEDRO LIMON,Microtunel,0.015,1
DISTRITO FEDERAL,CEDRO LIMON,Techo sombra,0.065,4
DISTRITO FEDERAL,CELOSIA,Invernadero,0.020,2
DISTRITO FEDERAL,CHILE,Invernadero,0.022,2
DISTRITO FEDERAL,CHILE DE ORNATO,Invernadero,0.050,3
DISTRITO FEDERAL,CHILE HABANERO,Invernadero,0.024,2
DISTRITO FEDERAL,CHILE MANZANO,Invernadero,0.198,7
DISTRITO FEDERAL,CHILE MORRON,Invernadero,0.076,5
DISTRITO FEDERAL,CHILE POBLANO,Invernadero,0.007,1
DISTRITO FEDERAL,CHILE VERDE,Invernadero,0.050,1
DISTRITO FEDERAL,CICLAMEN,Invernadero,0.130,3
DISTRITO FEDERAL,CICLAMEN,Techo sombra,0.040,1
DISTRITO FEDERAL,CILANTRO,Invernadero,0.117,9
DISTRITO FEDERAL,CILANTRO,Macrotunel,0.020,1
DISTRITO FEDERAL,CILANTRO,Microtunel,0.506,23
DISTRITO FEDERAL,CILANTRO,Techo sombra,0.047,2
DISTRITO FEDERAL,CINERARIA,Invernadero,0.556,16
DISTRITO FEDERAL,CINERARIA,Macrotunel,0.053,3
DISTRITO FEDERAL,CINERARIA,Techo sombra,0.018,2
DISTRITO FEDERAL,CLAVELLINA,Invernadero,0.262,7
DISTRITO FEDERAL,CLAVELLINA,Microtunel,0.035,3
DISTRITO FEDERAL,COL DE BRUSELAS,Techo sombra,0.015,1
DISTRITO FEDERAL,COL DE ORNATO,Microtunel,0.013,1
DISTRITO FEDERAL,COLEO,Invernadero,0.098,1
DISTRITO FEDERAL,COLIFLOR,Invernadero,0.014,3
DISTRITO FEDERAL,COLINABO,Techo sombra,0.032,1
DISTRITO FEDERAL,COLIOS,Invernadero,0.011,3
DISTRITO FEDERAL,CONCHAS,Invernadero,0.010,1
DISTRITO FEDERAL,COQUETAS,Invernadero,0.010,1
DISTRITO FEDERAL,CORDON DE SAN FRANSISCO,Invernadero,0.005,1
DISTRITO FEDERAL,CORTINA,Microtunel,0.018,3
DISTRITO FEDERAL,CRISANTEMO,Invernadero,0.721,14
DISTRITO FEDERAL,CRISANTEMO,Microtunel,0.056,2
DISTRITO FEDERAL,CUBREPISOS,Invernadero,0.500,1
DISTRITO FEDERAL,DALIA,Invernadero,0.258,8
DISTRITO FEDERAL,DALIA,Macrotunel,0.232,4
DISTRITO FEDERAL,DALIA,Microtunel,0.047,5
DISTRITO FEDERAL,DALIA,Techo sombra,0.020,1
DISTRITO FEDERAL,DEDO MORO,Microtunel,0.001,1
DISTRITO FEDERAL,DIPLADENIA,Invernadero,0.050,1
DISTRITO FEDERAL,DURANTA,Invernadero,0.100,6
